model,trade_date,year,month,direction,break_time,entry_time,exit_time,or_high,or_low,or_range,entry,stop_price,target_price,tp,stop,retest_buffer,outcome,pnl_points,break_above_vwap,break_below_vwap,break_above_ema20,break_below_ema20,break_displacement,rel_vol_20,atr_14,equity,equity_high,drawdown
ATR_8_PLUS,2018-04-06,2018,2018-04,SHORT,2018-04-06 09:01:00,2018-04-06 09:02:00,2018-04-06 09:11:00,6574.0,6521.0,53.0,6521.0,6541.0,6501.0,20,20,4,LOSS,-20.0,false,true,false,true,false,1.032,8.2,200.0,220.0,-20.0
ATR_8_PLUS,2018-04-10,2018,2018-04,SHORT,2018-04-10 09:51:00,2018-04-10 09:52:00,2018-04-10 10:25:00,6614.75,6585.25,29.5,6585.25,6605.25,6565.25,20,20,4,WIN,20.0,false,true,false,true,false,0.809,8.11,220.0,220.0,0.0
ATR_8_PLUS,2018-04-24,2018,2018-04,SHORT,2018-04-24 09:04:00,2018-04-24 09:29:00,2018-04-24 09:59:00,6630.25,6600.25,30.0,6600.25,6620.25,6580.25,20,20,4,WIN,20.0,false,true,false,true,false,0.827,8.05,240.0,240.0,0.0
ATR_8_PLUS,2018-04-25,2018,2018-04,LONG,2018-04-25 09:01:00,2018-04-25 09:02:00,2018-04-25 09:06:00,6519.5,6473.75,45.75,6519.5,6499.5,6539.5,20,20,4,WIN,20.0,true,false,true,false,false,1.542,8.77,260.0,260.0,0.0
ATR_8_PLUS,2018-04-27,2018,2018-04,LONG,2018-04-27 09:12:00,2018-04-27 09:14:00,2018-04-27 09:29:00,6660.0,6623.0,37.0,6660.0,6640.0,6680.0,20,20,4,WIN,20.0,false,true,true,false,false,0.781,8.0,280.0,280.0,0.0
ATR_8_PLUS,2018-06-08,2018,2018-06,LONG,2018-06-08 09:08:00,2018-06-08 09:09:00,2018-06-08 09:35:00,7152.75,7101.25,51.5,7152.75,7132.75,7172.75,20,20,4,LOSS,-20.0,true,false,true,false,false,0.83,14.39,260.0,280.0,-20.0
ATR_8_PLUS,2018-06-27,2018,2018-06,SHORT,2018-06-27 09:14:00,2018-06-27 09:15:00,2018-06-27 09:26:00,7151.5,7126.0,25.5,7126.0,7146.0,7106.0,20,20,4,WIN,20.0,true,false,false,true,false,0.526,8.05,280.0,280.0,0.0
ATR_8_PLUS,2018-06-28,2018,2018-06,LONG,2018-06-28 09:00:00,2018-06-28 09:25:00,2018-06-28 10:22:00,7026.25,6968.5,57.75,7026.25,7006.25,7046.25,20,20,4,LOSS,-20.0,true,false,true,false,false,1.602,8.07,260.0,280.0,-20.0
ATR_8_PLUS,2018-08-15,2018,2018-08,LONG,2018-08-15 09:12:00,2018-08-15 09:35:00,2018-08-15 09:56:00,7349.5,7316.5,33.0,7349.5,7329.5,7369.5,20,20,4,LOSS,-20.0,false,true,true,false,false,1.496,8.14,240.0,280.0,-40.0
ATR_8_PLUS,2018-09-07,2018,2018-09,SHORT,2018-09-07 10:19:00,2018-09-07 10:49:00,2018-09-07 11:08:00,7488.75,7465.5,23.25,7465.5,7485.5,7445.5,20,20,4,WIN,20.0,false,true,false,true,false,0.646,9.16,260.0,280.0,-20.0
ATR_8_PLUS,2018-09-12,2018,2018-09,LONG,2018-09-12 09:21:00,2018-09-12 09:50:00,2018-09-12 10:05:00,7452.25,7425.0,27.25,7452.25,7432.25,7472.25,20,20,4,WIN,20.0,true,false,true,false,false,1.094,8.04,280.0,280.0,0.0
ATR_8_PLUS,2018-10-10,2018,2018-10,SHORT,2018-10-10 09:04:00,2018-10-10 09:05:00,2018-10-10 09:09:00,7280.75,7245.5,35.25,7245.5,7265.5,7225.5,20,20,4,WIN,20.0,false,true,false,true,true,1.327,9.88,300.0,300.0,0.0
ATR_8_PLUS,2018-10-11,2018,2018-10,SHORT,2018-10-11 09:00:00,2018-10-11 09:01:00,2018-10-11 09:04:00,7097.25,7025.5,71.75,7025.5,7045.5,7005.5,20,20,4,WIN,20.0,false,true,false,true,false,1.035,14.29,320.0,320.0,0.0
ATR_8_PLUS,2018-10-12,2018,2018-10,SHORT,2018-10-12 09:41:00,2018-10-12 09:56:00,2018-10-12 10:00:00,7169.5,7119.0,50.5,7119.0,7139.0,7099.0,20,20,4,WIN,20.0,false,true,false,true,true,1.844,9.05,340.0,340.0,0.0
ATR_8_PLUS,2018-10-23,2018,2018-10,LONG,2018-10-23 09:10:00,2018-10-23 09:16:00,2018-10-23 09:26:00,7007.0,6963.5,43.5,7007.0,6987.0,7027.0,20,20,4,WIN,20.0,false,true,true,false,true,1.931,9.89,360.0,360.0,0.0
ATR_8_PLUS,2018-10-24,2018,2018-10,SHORT,2018-10-24 09:25:00,2018-10-24 09:55:00,2018-10-24 10:10:00,7085.75,7055.0,30.75,7055.0,7075.0,7035.0,20,20,4,WIN,20.0,false,true,false,true,false,0.944,10.41,380.0,380.0,0.0
ATR_8_PLUS,2018-10-25,2018,2018-10,SHORT,2018-10-25 09:04:00,2018-10-25 09:05:00,2018-10-25 09:19:00,6997.75,6962.75,35.0,6962.75,6982.75,6942.75,20,20,4,LOSS,-20.0,true,false,false,true,false,1.319,10.59,360.0,380.0,-20.0
ATR_8_PLUS,2018-10-26,2018,2018-10,LONG,2018-10-26 09:18:00,2018-10-26 09:19:00,2018-10-26 09:24:00,6810.0,6750.5,59.5,6810.0,6790.0,6830.0,20,20,4,WIN,20.0,true,false,true,false,false,1.27,12.59,380.0,380.0,0.0
ATR_8_PLUS,2018-10-29,2018,2018-10,SHORT,2018-10-29 09:09:00,2018-10-29 09:10:00,2018-10-29 09:13:00,6960.0,6911.25,48.75,6911.25,6931.25,6891.25,20,20,4,WIN,20.0,false,true,false,true,false,1.924,8.86,400.0,400.0,0.0
ATR_8_PLUS,2018-10-30,2018,2018-10,LONG,2018-10-30 09:32:00,2018-10-30 09:36:00,2018-10-30 09:49:00,6785.75,6695.0,90.75,6785.75,6765.75,6805.75,20,20,4,WIN,20.0,true,false,true,false,false,1.061,12.68,420.0,420.0,0.0
ATR_8_PLUS,2018-10-31,2018,2018-10,SHORT,2018-10-31 09:03:00,2018-10-31 09:04:00,2018-10-31 09:13:00,7024.25,6975.5,48.75,6975.5,6995.5,6955.5,20,20,4,WIN,20.0,true,false,false,true,false,1.297,8.91,440.0,440.0,0.0
ATR_8_PLUS,2018-11-01,2018,2018-11,LONG,2018-11-01 09:13:00,2018-11-01 09:18:00,2018-11-01 09:30:00,7022.75,6979.5,43.25,7022.75,7002.75,7042.75,20,20,4,WIN,20.0,true,false,true,false,false,2.272,9.21,460.0,460.0,0.0
