date,entry_time,entry,stop,target,exit_price,outcome,risk_points,pnl_points,rr,mfe,mae,quality_score,year,month
2021-05-04,2021-05-04 10:16:00,13431.75,13444.25,13406.75,13406.75,win,12.5,25.0,2.0,26.0,-11.75,9,2021,2021-05
2021-05-04,2021-05-04 10:55:00,13419.0,13428.75,13399.5,13428.75,loss,9.75,-9.75,-1.0,13.75,-21.5,9,2021,2021-05
2021-05-04,2021-05-04 11:00:00,13410.5,13418.0,13395.5,13418.0,loss,7.5,-7.5,-1.0,5.25,-12.25,9,2021,2021-05
2021-05-05,2021-05-05 09:26:00,13582.25,13592.25,13562.25,13592.25,loss,10.0,-10.0,-1.0,6.75,-12.25,9,2021,2021-05
2021-05-06,2021-05-06 08:45:00,13460.75,13469.75,13442.75,13469.75,loss,9.0,-9.0,-1.0,4.25,-10.0,11,2021,2021-05
2021-05-06,2021-05-06 09:08:00,13423.25,13439.0,13391.75,13439.0,loss,15.75,-15.75,-1.0,15.75,-20.25,9,2021,2021-05
2021-05-10,2021-05-10 08:41:00,13516.75,13526.5,13497.25,13497.25,win,9.75,19.5,2.0,27.25,0.0,9,2021,2021-05
2021-05-10,2021-05-10 09:53:00,13497.25,13505.75,13480.25,13505.75,loss,8.5,-8.5,-1.0,1.25,-8.5,9,2021,2021-05
2021-05-10,2021-05-10 10:03:00,13512.5,13522.25,13493.0,13522.25,loss,9.75,-9.75,-1.0,0.75,-13.5,9,2021,2021-05
2021-05-11,2021-05-11 09:45:00,13277.75,13289.75,13253.75,13289.75,loss,12.0,-12.0,-1.0,1.75,-16.25,9,2021,2021-05
2021-05-12,2021-05-12 09:21:00,13098.5,13109.0,13077.5,13077.5,win,10.5,21.0,2.0,23.75,0.0,9,2021,2021-05
2021-05-12,2021-05-12 09:27:00,13070.5,13081.5,13048.5,13048.5,win,11.0,22.0,2.0,27.0,-7.5,9,2021,2021-05
2021-05-12,2021-05-12 09:46:00,13063.75,13074.0,13043.25,13043.25,win,10.25,20.5,2.0,36.25,-1.25,9,2021,2021-05
2021-05-12,2021-05-12 10:28:00,13030.5,13042.0,13007.5,13042.0,loss,11.5,-11.5,-1.0,19.5,-11.5,9,2021,2021-05
2021-05-12,2021-05-12 10:30:00,13021.25,13030.0,13003.75,13030.0,loss,8.75,-8.75,-1.0,10.25,-13.25,9,2021,2021-05
2021-05-13,2021-05-13 09:45:00,13064.75,13079.5,13035.25,13079.5,loss,14.75,-14.75,-1.0,6.75,-22.25,9,2021,2021-05
2021-05-17,2021-05-17 09:53:00,13229.25,13239.0,13209.75,13239.0,loss,9.75,-9.75,-1.0,0.25,-10.25,9,2021,2021-05
2021-05-19,2021-05-19 08:33:00,13083.0,13103.75,13041.5,13103.75,loss,20.75,-20.75,-1.0,39.0,-32.75,9,2021,2021-05
2021-05-21,2021-05-21 08:38:00,13466.5,13484.0,13431.5,13484.0,loss,17.5,-17.5,-1.0,22.75,-18.25,9,2021,2021-05
2021-05-21,2021-05-21 09:28:00,13447.75,13466.25,13410.75,13410.75,win,18.5,37.0,2.0,40.75,-16.0,9,2021,2021-05
2021-05-25,2021-05-25 10:39:00,13640.75,13648.0,13626.25,13648.0,loss,7.25,-7.25,-1.0,0.5,-7.75,9,2021,2021-05
2021-05-27,2021-05-27 09:16:00,13697.25,13706.0,13679.75,13706.0,loss,8.75,-8.75,-1.0,1.25,-8.75,9,2021,2021-05
2021-06-01,2021-06-01 09:28:00,13643.25,13648.75,13632.25,13648.75,loss,5.5,-5.5,-1.0,0.75,-7.75,9,2021,2021-06
2021-06-03,2021-06-03 08:39:00,13501.5,13511.25,13482.0,13482.0,win,9.75,19.5,2.0,19.75,-0.75,9,2021,2021-06
2021-06-03,2021-06-03 08:40:00,13493.5,13503.25,13474.0,13503.25,loss,9.75,-9.75,-1.0,13.25,-14.75,9,2021,2021-06
2021-06-03,2021-06-03 08:55:00,13536.75,13545.25,13519.75,13545.25,loss,8.5,-8.5,-1.0,0.25,-20.0,9,2021,2021-06
2021-06-03,2021-06-03 10:47:00,13568.0,13572.75,13558.5,13558.5,win,4.75,9.5,2.0,10.0,-1.5,9,2021,2021-06
2021-06-08,2021-06-08 09:05:00,13796.5,13808.5,13772.5,13808.5,loss,12.0,-12.0,-1.0,4.0,-15.25,9,2021,2021-06
2021-06-08,2021-06-08 09:15:00,13792.75,13810.5,13757.25,13757.25,win,17.75,35.5,2.0,36.25,-9.75,9,2021,2021-06
2021-06-08,2021-06-08 09:51:00,13772.75,13785.5,13747.25,13785.5,loss,12.75,-12.75,-1.0,2.25,-14.0,9,2021,2021-06
2021-06-15,2021-06-15 09:10:00,14069.5,14075.25,14058.0,14058.0,win,5.75,11.5,2.0,11.5,-2.25,9,2021,2021-06
2021-06-15,2021-06-15 09:29:00,14045.75,14053.0,14031.25,14031.25,win,7.25,14.5,2.0,18.25,-7.0,9,2021,2021-06
2021-06-15,2021-06-15 10:44:00,14046.0,14051.25,14035.5,14035.5,win,5.25,10.5,2.0,13.5,-2.5,9,2021,2021-06
2021-06-18,2021-06-18 08:42:00,14107.0,14123.0,14075.0,14075.0,win,16.0,32.0,2.0,34.0,-15.0,9,2021,2021-06
2021-06-18,2021-06-18 08:54:00,14065.5,14077.25,14042.0,14077.25,loss,11.75,-11.75,-1.0,1.5,-12.25,9,2021,2021-06
2021-06-18,2021-06-18 09:05:00,14068.5,14079.25,14047.0,14047.0,win,10.75,21.5,2.0,26.25,-8.75,9,2021,2021-06
2021-06-18,2021-06-18 09:40:00,14053.25,14062.25,14035.25,14035.25,win,9.0,18.0,2.0,18.75,-2.0,9,2021,2021-06
2021-06-18,2021-06-18 09:41:00,14046.0,14055.5,14027.0,14055.5,loss,9.5,-9.5,-1.0,11.5,-10.0,9,2021,2021-06
2021-06-18,2021-06-18 09:42:00,14039.5,14049.5,14019.5,14049.5,loss,10.0,-10.0,-1.0,3.75,-15.75,11,2021,2021-06
2021-06-25,2021-06-25 10:23:00,14334.25,14340.5,14321.75,14321.75,win,6.25,12.5,2.0,13.0,-5.5,9,2021,2021-06
2021-06-30,2021-06-30 08:50:00,14544.0,14550.0,14532.0,14550.0,loss,6.0,-6.0,-1.0,2.75,-7.0,9,2021,2021-06
2021-06-30,2021-06-30 09:02:00,14568.5,14577.75,14550.0,14550.0,win,9.25,18.5,2.0,20.25,-4.25,9,2021,2021-06
2021-07-01,2021-07-01 08:39:00,14542.5,14550.5,14526.5,14526.5,win,8.0,16.0,2.0,16.0,-1.75,9,2021,2021-07
2021-07-06,2021-07-06 09:01:00,14719.5,14732.75,14693.0,14732.75,loss,13.25,-13.25,-1.0,5.5,-14.0,9,2021,2021-07
2021-07-07,2021-07-07 08:54:00,14759.0,14771.0,14735.0,14771.0,loss,12.0,-12.0,-1.0,3.0,-16.0,9,2021,2021-07
2021-07-07,2021-07-07 09:07:00,14751.25,14764.5,14724.75,14764.5,loss,13.25,-13.25,-1.0,13.0,-14.5,9,2021,2021-07
2021-07-07,2021-07-07 09:22:00,14760.25,14769.0,14742.75,14769.0,loss,8.75,-8.75,-1.0,7.25,-11.5,11,2021,2021-07
2021-07-07,2021-07-07 09:33:00,14746.25,14755.0,14728.75,14755.0,loss,8.75,-8.75,-1.0,2.25,-11.75,9,2021,2021-07
2021-07-08,2021-07-08 08:47:00,14618.75,14631.75,14592.75,14592.75,win,13.0,26.0,2.0,26.25,-1.75,9,2021,2021-07
2021-07-08,2021-07-08 09:16:00,14619.75,14638.25,14582.75,14638.25,loss,18.5,-18.5,-1.0,4.5,-21.75,9,2021,2021-07
2021-07-12,2021-07-12 09:23:00,14832.5,14837.75,14822.0,14837.75,loss,5.25,-5.25,-1.0,9.0,-6.5,9,2021,2021-07
2021-07-12,2021-07-12 09:29:00,14828.25,14837.0,14810.75,14837.0,loss,8.75,-8.75,-1.0,3.75,-10.75,9,2021,2021-07
2021-07-15,2021-07-15 09:00:00,14779.5,14792.25,14754.0,14792.25,loss,12.75,-12.75,-1.0,3.5,-13.25,9,2021,2021-07
2021-07-15,2021-07-15 10:22:00,14758.0,14767.25,14739.5,14767.25,loss,9.25,-9.25,-1.0,0.5,-9.5,9,2021,2021-07
2021-07-15,2021-07-15 10:35:00,14761.25,14777.75,14728.25,14777.75,loss,16.5,-16.5,-1.0,1.0,-26.0,9,2021,2021-07
2021-07-16,2021-07-16 10:22:00,14760.75,14767.0,14748.25,14767.0,loss,6.25,-6.25,-1.0,1.75,-6.75,9,2021,2021-07
2021-07-16,2021-07-16 10:57:00,14763.75,14770.0,14751.25,14770.0,loss,6.25,-6.25,-1.0,8.75,-11.0,9,2021,2021-07
2021-07-19,2021-07-19 08:48:00,14490.75,14505.0,14462.25,14505.0,loss,14.25,-14.25,-1.0,2.5,-19.5,9,2021,2021-07
2021-07-19,2021-07-19 10:00:00,14535.75,14548.75,14509.75,14509.75,win,13.0,26.0,2.0,29.0,-2.5,9,2021,2021-07
2021-07-19,2021-07-19 10:01:00,14528.75,14539.25,14507.75,14507.75,win,10.5,21.0,2.0,22.0,-3.75,9,2021,2021-07
2021-07-27,2021-07-27 08:31:00,14973.5,14988.5,14943.5,14943.5,win,15.0,30.0,2.0,30.25,-0.5,9,2021,2021-07
2021-07-27,2021-07-27 08:32:00,14956.0,14975.0,14918.0,14918.0,win,19.0,38.0,2.0,46.75,-8.25,9,2021,2021-07
2021-07-27,2021-07-27 10:02:00,14821.25,14837.25,14789.25,14837.25,loss,16.0,-16.0,-1.0,18.0,-16.75,9,2021,2021-07
2021-07-27,2021-07-27 10:35:00,14824.5,14837.5,14798.5,14837.5,loss,13.0,-13.0,-1.0,0.25,-19.75,9,2021,2021-07
2021-07-30,2021-07-30 09:01:00,14918.0,14936.25,14881.5,14936.25,loss,18.25,-18.25,-1.0,6.25,-28.0,9,2021,2021-07
2021-08-02,2021-08-02 10:21:00,14986.0,14991.5,14975.0,14991.5,loss,5.5,-5.5,-1.0,10.0,-9.0,9,2021,2021-08
2021-08-03,2021-08-03 08:35:00,14891.25,14909.75,14854.25,14909.75,loss,18.5,-18.5,-1.0,8.5,-24.25,9,2021,2021-08
2021-08-03,2021-08-03 08:46:00,14874.25,14891.0,14840.75,14891.0,loss,16.75,-16.75,-1.0,4.5,-33.75,9,2021,2021-08
2021-08-04,2021-08-04 09:22:00,15021.0,15029.5,15004.0,15029.5,loss,8.5,-8.5,-1.0,0.5,-11.5,9,2021,2021-08
2021-08-04,2021-08-04 09:39:00,15019.75,15033.75,14991.75,15033.75,loss,14.0,-14.0,-1.0,7.75,-14.5,9,2021,2021-08
2021-08-06,2021-08-06 09:16:00,15064.75,15073.0,15048.25,15073.0,loss,8.25,-8.25,-1.0,3.5,-12.5,9,2021,2021-08
2021-08-06,2021-08-06 09:26:00,15075.5,15088.5,15049.5,15088.5,loss,13.0,-13.0,-1.0,1.5,-13.5,9,2021,2021-08
2021-08-10,2021-08-10 10:08:00,15069.75,15076.5,15056.25,15076.5,loss,6.75,-6.75,-1.0,7.0,-10.0,9,2021,2021-08
2021-08-10,2021-08-10 10:10:00,15065.0,15069.75,15055.5,15069.75,loss,4.75,-4.75,-1.0,2.25,-6.25,9,2021,2021-08
2021-08-10,2021-08-10 10:22:00,15077.5,15086.5,15059.5,15059.5,win,9.0,18.0,2.0,18.25,-8.5,9,2021,2021-08
2021-08-11,2021-08-11 10:08:00,15001.5,15007.75,14989.0,14989.0,win,6.25,12.5,2.0,16.0,-3.0,9,2021,2021-08
2021-08-16,2021-08-16 09:10:00,14945.25,14954.25,14927.25,14954.25,loss,9.0,-9.0,-1.0,7.0,-17.25,9,2021,2021-08
2021-08-16,2021-08-16 09:20:00,14956.0,14965.0,14938.0,14965.0,loss,9.0,-9.0,-1.0,12.0,-9.5,9,2021,2021-08
2021-08-16,2021-08-16 09:43:00,14996.5,15004.0,14981.5,15004.0,loss,7.5,-7.5,-1.0,1.25,-8.75,9,2021,2021-08
2021-08-16,2021-08-16 09:47:00,14994.5,15003.25,14977.0,15003.25,loss,8.75,-8.75,-1.0,0.0,-8.75,9,2021,2021-08
2021-08-17,2021-08-17 08:31:00,15004.25,15014.0,14984.75,15014.0,loss,9.75,-9.75,-1.0,8.25,-25.75,9,2021,2021-08
2021-08-17,2021-08-17 08:35:00,14997.5,15011.75,14969.0,15011.75,loss,14.25,-14.25,-1.0,0.0,-32.5,9,2021,2021-08
2021-08-17,2021-08-17 08:51:00,15043.0,15059.0,15011.0,15011.0,win,16.0,32.0,2.0,37.0,-9.0,9,2021,2021-08
2021-08-17,2021-08-17 09:53:00,14961.75,14970.5,14944.25,14944.25,win,8.75,17.5,2.0,19.75,-7.75,9,2021,2021-08
2021-08-17,2021-08-17 10:31:00,14967.5,14975.25,14952.0,14952.0,win,7.75,15.5,2.0,16.75,0.0,9,2021,2021-08
2021-08-17,2021-08-17 10:32:00,14960.25,14968.5,14943.75,14943.75,win,8.25,16.5,2.0,18.0,-5.75,9,2021,2021-08
2021-08-18,2021-08-18 09:37:00,14959.75,14974.0,14931.25,14974.0,loss,14.25,-14.25,-1.0,0.75,-17.0,9,2021,2021-08
2021-08-25,2021-08-25 09:40:00,15351.25,15357.5,15338.75,15357.5,loss,6.25,-6.25,-1.0,0.25,-10.25,9,2021,2021-08
2021-08-26,2021-08-26 09:02:00,15262.75,15280.75,15226.75,15280.75,loss,18.0,-18.0,-1.0,7.5,-26.25,9,2021,2021-08
2021-08-31,2021-08-31 08:51:00,15539.25,15549.75,15518.25,15549.75,loss,10.5,-10.5,-1.0,1.25,-11.5,9,2021,2021-08
2021-08-31,2021-08-31 09:23:00,15567.5,15575.5,15551.5,15575.5,loss,8.0,-8.0,-1.0,9.75,-11.0,9,2021,2021-08
2021-09-08,2021-09-08 08:53:00,15560.5,15569.5,15542.5,15542.5,win,9.0,18.0,2.0,23.25,-1.25,9,2021,2021-09
2021-09-08,2021-09-08 08:54:00,15550.75,15562.75,15526.75,15562.75,loss,12.0,-12.0,-1.0,16.25,-16.0,9,2021,2021-09
2021-09-08,2021-09-08 09:34:00,15564.25,15571.5,15549.75,15571.5,loss,7.25,-7.25,-1.0,2.75,-11.0,9,2021,2021-09
2021-09-08,2021-09-08 09:49:00,15547.0,15557.5,15526.0,15526.0,win,10.5,21.0,2.0,23.25,0.0,9,2021,2021-09
2021-09-08,2021-09-08 09:50:00,15541.75,15548.0,15529.25,15529.25,win,6.25,12.5,2.0,13.25,-1.25,9,2021,2021-09
2021-09-08,2021-09-08 10:27:00,15594.25,15602.25,15578.25,15602.25,loss,8.0,-8.0,-1.0,0.5,-8.25,9,2021,2021-09
2021-09-10,2021-09-10 08:31:00,15594.25,15610.25,15562.25,15562.25,win,16.0,32.0,2.0,35.25,-7.25,9,2021,2021-09
2021-09-10,2021-09-10 09:55:00,15531.5,15545.5,15503.5,15545.5,loss,14.0,-14.0,-1.0,3.25,-17.5,9,2021,2021-09
2021-09-13,2021-09-13 08:50:00,15427.0,15436.5,15408.0,15408.0,win,9.5,19.0,2.0,32.75,-8.5,9,2021,2021-09
2021-09-13,2021-09-13 08:53:00,15420.75,15431.75,15398.75,15431.75,loss,11.0,-11.0,-1.0,7.25,-14.25,9,2021,2021-09
2021-09-13,2021-09-13 09:15:00,15368.25,15384.0,15336.75,15384.0,loss,15.75,-15.75,-1.0,22.25,-15.75,9,2021,2021-09
2021-09-13,2021-09-13 09:47:00,15394.25,15408.75,15365.25,15365.25,win,14.5,29.0,2.0,30.25,-3.5,9,2021,2021-09
2021-09-13,2021-09-13 09:50:00,15373.75,15383.5,15354.25,15383.5,loss,9.75,-9.75,-1.0,9.75,-10.75,9,2021,2021-09
2021-09-13,2021-09-13 10:32:00,15418.25,15424.75,15405.25,15424.75,loss,6.5,-6.5,-1.0,5.25,-7.25,9,2021,2021-09
2021-09-14,2021-09-14 08:40:00,15398.0,15417.0,15360.0,15417.0,loss,19.0,-19.0,-1.0,4.75,-21.5,9,2021,2021-09
2021-09-15,2021-09-15 09:29:00,15360.0,15366.75,15346.5,15346.5,win,6.75,13.5,2.0,23.75,-0.5,9,2021,2021-09
2021-09-15,2021-09-15 09:30:00,15351.5,15361.5,15331.5,15361.5,loss,10.0,-10.0,-1.0,18.25,-10.0,9,2021,2021-09
2021-09-15,2021-09-15 09:31:00,15337.25,15356.5,15298.75,15356.5,loss,19.25,-19.25,-1.0,4.0,-19.5,9,2021,2021-09
2021-09-15,2021-09-15 10:01:00,15356.5,15361.0,15347.5,15361.0,loss,4.5,-4.5,-1.0,3.75,-5.0,9,2021,2021-09
2021-09-15,2021-09-15 10:06:00,15354.75,15361.75,15340.75,15361.75,loss,7.0,-7.0,-1.0,1.0,-10.0,9,2021,2021-09
2021-09-16,2021-09-16 09:16:00,15375.5,15389.75,15347.0,15389.75,loss,14.25,-14.25,-1.0,16.75,-16.0,9,2021,2021-09
2021-09-16,2021-09-16 10:05:00,15400.0,15405.25,15389.5,15405.25,loss,5.25,-5.25,-1.0,0.25,-5.75,9,2021,2021-09
2021-09-16,2021-09-16 10:09:00,15407.0,15413.25,15394.5,15413.25,loss,6.25,-6.25,-1.0,2.0,-8.25,9,2021,2021-09
2021-09-17,2021-09-17 09:17:00,15343.0,15351.25,15326.5,15351.25,loss,8.25,-8.25,-1.0,0.75,-12.75,9,2021,2021-09
2021-09-17,2021-09-17 09:30:00,15330.75,15338.0,15316.25,15316.25,win,7.25,14.5,2.0,19.5,-0.25,9,2021,2021-09
2021-09-17,2021-09-17 09:51:00,15308.25,15322.5,15279.75,15322.5,loss,14.25,-14.25,-1.0,18.5,-14.5,9,2021,2021-09
2021-09-17,2021-09-17 09:52:00,15297.5,15312.0,15268.5,15312.0,loss,14.5,-14.5,-1.0,7.75,-25.25,9,2021,2021-09
2021-09-17,2021-09-17 10:15:00,15330.5,15338.25,15315.0,15338.25,loss,7.75,-7.75,-1.0,4.0,-9.75,9,2021,2021-09
2021-09-17,2021-09-17 10:26:00,15348.25,15356.75,15331.25,15356.75,loss,8.5,-8.5,-1.0,7.0,-8.5,9,2021,2021-09
2021-09-17,2021-09-17 10:29:00,15343.75,15352.5,15326.25,15352.5,loss,8.75,-8.75,-1.0,2.5,-13.0,9,2021,2021-09
2021-09-20,2021-09-20 08:42:00,15004.75,15025.25,14963.75,15025.25,loss,20.5,-20.5,-1.0,10.5,-23.75,9,2021,2021-09
2021-09-20,2021-09-20 08:57:00,14991.25,15011.5,14950.75,15011.5,loss,20.25,-20.25,-1.0,11.5,-25.5,9,2021,2021-09
2021-09-20,2021-09-20 09:10:00,15013.75,15025.75,14989.75,15025.75,loss,12.0,-12.0,-1.0,9.25,-23.75,9,2021,2021-09
2021-09-20,2021-09-20 09:22:00,15026.25,15042.75,14993.25,15042.75,loss,16.5,-16.5,-1.0,12.5,-17.5,9,2021,2021-09
2021-09-20,2021-09-20 10:22:00,14911.75,14929.5,14876.25,14929.5,loss,17.75,-17.75,-1.0,0.0,-23.0,9,2021,2021-09
2021-09-20,2021-09-20 10:35:00,14930.75,14940.0,14912.25,14940.0,loss,9.25,-9.25,-1.0,3.75,-12.25,9,2021,2021-09
2021-09-20,2021-09-20 10:53:00,14933.5,14945.75,14909.0,14909.0,win,12.25,24.5,2.0,33.25,-10.0,9,2021,2021-09
2021-09-21,2021-09-21 08:49:00,14997.75,15017.0,14959.25,15017.0,loss,19.25,-19.25,-1.0,23.25,-26.25,9,2021,2021-09
2021-09-24,2021-09-24 09:26:00,15219.0,15230.25,15196.5,15230.25,loss,11.25,-11.25,-1.0,11.5,-13.75,9,2021,2021-09
2021-09-27,2021-09-27 08:47:00,15196.0,15206.75,15174.5,15206.75,loss,10.75,-10.75,-1.0,20.25,-26.5,9,2021,2021-09
2021-09-27,2021-09-27 09:10:00,15182.25,15203.0,15140.75,15203.0,loss,20.75,-20.75,-1.0,6.0,-23.5,9,2021,2021-09
2021-09-27,2021-09-27 10:47:00,15144.5,15154.0,15125.5,15125.5,win,9.5,19.0,2.0,24.25,-3.75,9,2021,2021-09
2021-09-28,2021-09-28 09:43:00,14801.0,14815.25,14772.5,14772.5,win,14.25,28.5,2.0,31.0,0.0,9,2021,2021-09
2021-09-28,2021-09-28 09:44:00,14780.75,14802.0,14738.25,14802.0,loss,21.25,-21.25,-1.0,18.75,-22.75,9,2021,2021-09
2021-09-28,2021-09-28 10:01:00,14796.5,14808.75,14772.0,14808.75,loss,12.25,-12.25,-1.0,22.5,-19.5,9,2021,2021-09
2021-09-28,2021-09-28 10:03:00,14781.75,14798.5,14748.25,14798.5,loss,16.75,-16.75,-1.0,7.75,-34.25,9,2021,2021-09
2021-09-28,2021-09-28 10:32:00,14796.5,14808.0,14773.5,14808.0,loss,11.5,-11.5,-1.0,4.25,-13.5,9,2021,2021-09
2021-09-29,2021-09-29 09:55:00,14783.0,14794.0,14761.0,14794.0,loss,11.0,-11.0,-1.0,4.75,-15.0,9,2021,2021-09
2021-09-29,2021-09-29 10:36:00,14740.0,14753.25,14713.5,14753.25,loss,13.25,-13.25,-1.0,5.0,-14.25,9,2021,2021-09
2021-09-30,2021-09-30 10:02:00,14740.75,14755.25,14711.75,14711.75,win,14.5,29.0,2.0,37.0,-1.75,9,2021,2021-09
2021-09-30,2021-09-30 10:56:00,14722.0,14733.75,14698.5,14733.75,loss,11.75,-11.75,-1.0,15.75,-21.0,9,2021,2021-09
2021-10-01,2021-10-01 09:10:00,14585.25,14601.5,14552.75,14601.5,loss,16.25,-16.25,-1.0,0.0,-19.25,9,2021,2021-10
2021-10-04,2021-10-04 08:55:00,14405.75,14423.25,14370.75,14423.25,loss,17.5,-17.5,-1.0,0.25,-19.25,9,2021,2021-10
2021-10-04,2021-10-04 09:16:00,14443.5,14458.5,14413.5,14458.5,loss,15.0,-15.0,-1.0,3.0,-33.75,9,2021,2021-10
2021-10-04,2021-10-04 09:26:00,14420.5,14453.0,14355.5,14401.25,win,32.5,19.25,0.59,47.5,-32.25,9,2021,2021-10
2021-10-04,2021-10-04 10:03:00,14429.25,14443.75,14400.25,14443.75,loss,14.5,-14.5,-1.0,4.75,-17.75,9,2021,2021-10
2021-10-04,2021-10-04 10:36:00,14411.5,14422.0,14390.5,14390.5,win,10.5,21.0,2.0,21.5,-6.75,9,2021,2021-10
2021-10-04,2021-10-04 10:39:00,14391.75,14405.75,14363.75,14405.75,loss,14.0,-14.0,-1.0,18.75,-17.75,9,2021,2021-10
2021-10-06,2021-10-06 08:51:00,14672.0,14689.25,14637.5,14637.5,win,17.25,34.5,2.0,36.5,-1.75,9,2021,2021-10
2021-10-06,2021-10-06 08:56:00,14647.25,14674.25,14593.25,14593.25,win,27.0,54.0,2.0,56.75,-25.75,9,2021,2021-10
2021-10-08,2021-10-08 10:12:00,14826.75,14835.5,14809.25,14835.5,loss,8.75,-8.75,-1.0,4.25,-16.25,9,2021,2021-10
2021-10-12,2021-10-12 09:04:00,14662.5,14677.5,14632.5,14677.5,loss,15.0,-15.0,-1.0,5.0,-15.25,9,2021,2021-10
2021-10-20,2021-10-20 09:15:00,15397.0,15402.75,15385.5,15402.75,loss,5.75,-5.75,-1.0,4.25,-7.5,9,2021,2021-10
2021-10-22,2021-10-22 10:01:00,15300.5,15317.0,15267.5,15317.0,loss,16.5,-16.5,-1.0,2.5,-19.5,9,2021,2021-10
2021-10-22,2021-10-22 10:32:00,15327.0,15334.25,15312.5,15334.25,loss,7.25,-7.25,-1.0,2.75,-7.5,9,2021,2021-10
2021-10-22,2021-10-22 10:51:00,15366.5,15375.25,15349.0,15349.0,win,8.75,17.5,2.0,18.0,-2.25,9,2021,2021-10
2021-10-22,2021-10-22 10:52:00,15361.5,15369.75,15345.0,15345.0,win,8.25,16.5,2.0,20.0,-2.5,9,2021,2021-10
2021-10-22,2021-10-22 10:53:00,15354.0,15362.75,15336.5,15362.75,loss,8.75,-8.75,-1.0,1.5,-10.0,9,2021,2021-10
2021-10-26,2021-10-26 10:30:00,15578.0,15586.25,15561.5,15586.25,loss,8.25,-8.25,-1.0,5.25,-9.25,9,2021,2021-10
2021-11-01,2021-11-01 08:55:00,15811.5,15820.5,15793.5,15820.5,loss,9.0,-9.0,-1.0,11.25,-18.25,9,2021,2021-11
2021-11-09,2021-11-09 08:53:00,16306.5,16326.5,16266.5,16266.5,win,20.0,40.0,2.0,57.0,-6.0,9,2021,2021-11
2021-11-10,2021-11-10 10:29:00,16155.75,16166.0,16135.25,16135.25,win,10.25,20.5,2.0,26.0,-0.5,9,2021,2021-11
2021-11-12,2021-11-12 09:00:00,16020.5,16044.0,15973.5,16044.0,loss,23.5,-23.5,-1.0,0.5,-33.0,9,2021,2021-11
2021-11-15,2021-11-15 08:52:00,16190.25,16209.0,16152.75,16209.0,loss,18.75,-18.75,-1.0,1.0,-23.5,9,2021,2021-11
2021-11-15,2021-11-15 09:02:00,16211.25,16225.0,16183.75,16183.75,win,13.75,27.5,2.0,34.75,-0.25,11,2021,2021-11
2021-11-15,2021-11-15 10:37:00,16184.5,16193.0,16167.5,16167.5,win,8.5,17.0,2.0,30.25,0.0,9,2021,2021-11
2021-11-15,2021-11-15 10:40:00,16174.75,16184.5,16155.25,16155.25,win,9.75,19.5,2.0,20.5,-3.5,9,2021,2021-11
2021-11-16,2021-11-16 09:30:00,16198.25,16219.0,16156.75,16219.0,loss,20.75,-20.75,-1.0,3.5,-24.75,9,2021,2021-11
2021-11-17,2021-11-17 08:52:00,16275.75,16299.5,16228.25,16299.5,loss,23.75,-23.75,-1.0,2.5,-28.25,9,2021,2021-11
2021-11-22,2021-11-22 10:38:00,16619.0,16633.75,16589.5,16589.5,win,14.75,29.5,2.0,37.0,-6.5,9,2021,2021-11
2021-11-23,2021-11-23 10:19:00,16226.75,16240.5,16199.25,16240.5,loss,13.75,-13.75,-1.0,8.5,-31.75,9,2021,2021-11
2021-11-23,2021-11-23 10:29:00,16254.75,16267.25,16229.75,16267.25,loss,12.5,-12.5,-1.0,23.75,-12.5,9,2021,2021-11
2021-11-23,2021-11-23 10:33:00,16241.25,16259.5,16204.75,16204.75,win,18.25,36.5,2.0,39.75,-4.5,9,2021,2021-11
2021-11-24,2021-11-24 08:32:00,16165.0,16186.75,16121.5,16186.75,loss,21.75,-21.75,-1.0,28.0,-29.0,9,2021,2021-11
2021-11-24,2021-11-24 08:40:00,16132.5,16163.0,16071.5,16163.0,loss,30.5,-30.5,-1.0,30.5,-30.5,9,2021,2021-11
2021-11-24,2021-11-24 09:08:00,16205.75,16230.75,16155.75,16230.75,loss,25.0,-25.0,-1.0,48.75,-26.0,9,2021,2021-11
2021-11-26,2021-11-26 08:38:00,16246.75,16291.0,16158.25,16158.25,win,44.25,88.5,2.0,94.0,-27.75,9,2021,2021-11
2021-11-26,2021-11-26 08:42:00,16230.25,16261.5,16167.75,16167.75,win,31.25,62.5,2.0,65.0,-18.25,9,2021,2021-11
2021-11-26,2021-11-26 09:03:00,16187.75,16211.0,16141.25,16141.25,win,23.25,46.5,2.0,53.75,-17.0,9,2021,2021-11
2021-11-26,2021-11-26 09:11:00,16156.0,16180.25,16107.5,16180.25,loss,24.25,-24.25,-1.0,40.0,-25.5,9,2021,2021-11
2021-11-26,2021-11-26 10:32:00,16070.25,16082.0,16046.75,16082.0,loss,11.75,-11.75,-1.0,12.25,-15.75,9,2021,2021-11
2021-11-26,2021-11-26 10:42:00,16093.0,16106.5,16066.0,16066.0,win,13.5,27.0,2.0,30.75,-11.75,9,2021,2021-11
2021-11-29,2021-11-29 09:38:00,16240.75,16255.25,16211.75,16255.25,loss,14.5,-14.5,-1.0,13.75,-24.5,9,2021,2021-11
2021-11-30,2021-11-30 10:19:00,16189.0,16207.25,16152.5,16152.5,win,18.25,36.5,2.0,37.75,-5.5,9,2021,2021-11
