date,entry_time,entry,stop,target,pnl_points,rr,outcome,year
2020-02-14,2020-02-14 08:36:00,9617.5,9635.5,9572.5,-18.0,-1.0,loss,2020
2020-02-14,2020-02-14 11:06:00,9619.5,9626.75,9601.38,18.12,2.5,win,2020
2020-02-18,2020-02-18 11:08:00,9583.0,9592.5,9559.25,-9.5,-1.0,loss,2020
2020-02-20,2020-02-20 10:01:00,9692.5,9701.0,9671.25,21.25,2.5,win,2020
2020-02-20,2020-02-20 10:10:00,9679.75,9691.0,9651.62,28.12,2.5,win,2020
2020-02-20,2020-02-20 10:14:00,9661.75,9672.0,9636.12,25.62,2.5,win,2020
2020-02-20,2020-02-20 10:16:00,9643.5,9657.0,9609.75,-13.5,-1.0,loss,2020
2020-02-20,2020-02-20 10:23:00,9645.75,9655.5,9621.38,24.38,2.5,win,2020
2020-02-20,2020-02-20 10:25:00,9628.25,9642.0,9593.88,34.38,2.5,win,2020
2020-02-20,2020-02-20 10:28:00,9612.75,9627.5,9575.88,36.88,2.5,win,2020
2020-02-20,2020-02-20 10:31:00,9562.75,9595.25,9481.5,-32.5,-1.0,loss,2020
2020-02-21,2020-02-21 08:39:00,9547.25,9566.0,9500.38,46.88,2.5,win,2020
2020-02-21,2020-02-21 08:45:00,9521.0,9541.5,9469.75,-0.75,-0.04,loss,2020
2020-02-21,2020-02-21 08:49:00,9483.25,9510.0,9416.38,-26.75,-1.0,loss,2020
2020-02-21,2020-02-21 09:10:00,9500.25,9516.5,9459.62,-16.25,-1.0,loss,2020
2020-02-21,2020-02-21 09:40:00,9479.0,9500.5,9425.25,-21.5,-1.0,loss,2020
2020-02-21,2020-02-21 11:24:00,9503.5,9512.0,9482.25,21.25,2.5,win,2020
2020-02-24,2020-02-24 10:40:00,9106.25,9126.75,9055.0,-20.5,-1.0,loss,2020
2020-02-25,2020-02-25 08:40:00,9139.5,9164.0,9078.25,61.25,2.5,win,2020
2020-02-26,2020-02-26 11:01:00,8941.0,8966.25,8877.88,63.12,2.5,win,2020
2020-02-26,2020-02-26 11:06:00,8906.75,8927.5,8854.88,-20.75,-1.0,loss,2020
2020-02-27,2020-02-27 08:32:00,8640.0,8662.0,8585.0,-22.0,-1.0,loss,2020
2020-02-27,2020-02-27 09:23:00,8601.5,8629.0,8532.75,68.75,2.5,win,2020
2020-03-02,2020-03-02 09:05:00,8476.75,8510.0,8393.62,-33.25,-1.0,loss,2020
2020-03-04,2020-03-04 08:37:00,8700.25,8724.75,8639.0,-24.5,-1.0,loss,2020
2020-03-05,2020-03-05 10:55:00,8780.25,8810.0,8705.88,74.38,2.5,win,2020
2020-03-09,2020-03-09 10:35:00,8121.25,8147.25,8056.25,-26.0,-1.0,loss,2020
2020-03-10,2020-03-10 08:42:00,8152.5,8179.5,8085.0,67.5,2.5,win,2020
2020-03-10,2020-03-10 08:46:00,8135.0,8161.0,8070.0,65.0,2.5,win,2020
2020-03-17,2020-03-17 11:10:00,7254.75,7293.75,7157.25,-39.0,-1.0,loss,2020
2020-03-20,2020-03-20 09:21:00,7336.5,7371.0,7250.25,-34.5,-1.0,loss,2020
2020-03-20,2020-03-20 09:24:00,7302.5,7339.25,7210.62,-36.75,-1.0,loss,2020
2020-03-20,2020-03-20 10:04:00,7278.25,7312.25,7193.25,85.0,2.5,win,2020
2020-03-20,2020-03-20 10:09:00,7198.0,7232.75,7111.12,-34.75,-1.0,loss,2020
2020-03-24,2020-03-24 11:20:00,7376.75,7403.75,7309.25,-27.0,-1.0,loss,2020
2020-03-27,2020-03-27 10:06:00,7589.25,7610.25,7536.75,-21.0,-1.0,loss,2020
2020-03-31,2020-03-31 10:00:00,7916.5,7938.0,7862.75,-21.5,-1.0,loss,2020
2020-03-31,2020-03-31 10:20:00,7891.5,7910.0,7845.25,46.25,2.5,win,2020
2020-03-31,2020-03-31 10:25:00,7874.5,7890.75,7833.88,40.62,2.5,win,2020
2020-03-31,2020-03-31 10:38:00,7832.5,7854.75,7776.88,-22.25,-1.0,loss,2020
2020-04-01,2020-04-01 09:39:00,7609.75,7634.0,7549.12,60.62,2.5,win,2020
2020-04-01,2020-04-01 10:12:00,7563.25,7582.5,7515.12,-19.25,-1.0,loss,2020
2020-04-01,2020-04-01 10:33:00,7548.75,7566.0,7505.62,43.12,2.5,win,2020
2020-04-01,2020-04-01 11:26:00,7523.75,7542.0,7478.12,-18.25,-1.0,loss,2020
2020-04-02,2020-04-02 11:10:00,7550.25,7573.0,7493.38,56.88,2.5,win,2020
2020-04-02,2020-04-02 11:26:00,7515.25,7535.75,7464.0,-20.5,-1.0,loss,2020
2020-04-03,2020-04-03 08:37:00,7551.0,7570.75,7501.62,49.38,2.5,win,2020
2020-04-03,2020-04-03 10:32:00,7477.0,7492.0,7439.5,-15.0,-1.0,loss,2020
2020-04-03,2020-04-03 11:30:00,7459.75,7473.0,7426.62,33.12,2.5,win,2020
2020-04-13,2020-04-13 09:02:00,8159.75,8175.5,8120.38,-15.75,-1.0,loss,2020
2020-04-13,2020-04-13 10:51:00,8201.5,8213.25,8172.12,-11.75,-1.0,loss,2020
2020-04-13,2020-04-13 11:10:00,8201.5,8216.25,8164.62,-14.75,-1.0,loss,2020
2020-04-15,2020-04-15 09:41:00,8527.25,8543.25,8487.25,-16.0,-1.0,loss,2020
2020-04-16,2020-04-16 10:16:00,8698.25,8719.5,8645.12,53.12,2.5,win,2020
2020-04-16,2020-04-16 10:17:00,8686.75,8701.0,8651.12,35.62,2.5,win,2020
2020-04-16,2020-04-16 10:20:00,8670.0,8688.5,8623.75,46.25,2.5,win,2020
2020-04-16,2020-04-16 10:30:00,8648.25,8675.5,8580.12,-27.25,-1.0,loss,2020
2020-04-16,2020-04-16 10:33:00,8618.75,8639.5,8566.88,-20.75,-1.0,loss,2020
2020-04-16,2020-04-16 10:36:00,8606.75,8633.25,8540.5,-26.5,-1.0,loss,2020
2020-04-17,2020-04-17 08:38:00,8763.25,8779.5,8722.62,-16.25,-1.0,loss,2020
2020-04-17,2020-04-17 09:11:00,8760.5,8775.5,8723.0,37.5,2.5,win,2020
2020-04-17,2020-04-17 09:57:00,8744.5,8758.0,8710.75,-13.5,-1.0,loss,2020
2020-04-20,2020-04-20 11:23:00,8786.0,8796.25,8760.38,-10.25,-1.0,loss,2020
2020-04-21,2020-04-21 08:49:00,8445.25,8472.5,8377.12,68.12,2.5,win,2020
2020-04-21,2020-04-21 08:57:00,8391.75,8423.5,8312.38,6.0,0.19,win,2020
2020-04-23,2020-04-23 09:45:00,8723.25,8736.25,8690.75,-13.0,-1.0,loss,2020
2020-04-27,2020-04-27 08:45:00,8829.5,8845.0,8790.75,-15.5,-1.0,loss,2020
2020-04-27,2020-04-27 11:01:00,8822.5,8836.75,8786.88,-14.25,-1.0,loss,2020
2020-04-28,2020-04-28 08:44:00,8743.5,8757.75,8707.88,35.62,2.5,win,2020
2020-04-28,2020-04-28 08:54:00,8724.75,8744.5,8675.38,-19.75,-1.0,loss,2020
2020-04-28,2020-04-28 08:56:00,8705.5,8726.25,8653.62,-20.75,-1.0,loss,2020
2020-04-28,2020-04-28 08:58:00,8694.0,8716.25,8638.38,-22.25,-1.0,loss,2020
2020-04-28,2020-04-28 09:50:00,8722.25,8740.75,8676.0,46.25,2.5,win,2020
2020-04-28,2020-04-28 10:02:00,8702.75,8719.5,8660.88,-16.75,-1.0,loss,2020
2020-04-28,2020-04-28 10:12:00,8721.5,8735.5,8686.5,35.0,2.5,win,2020
2020-04-28,2020-04-28 10:15:00,8693.0,8719.75,8626.12,-26.75,-1.0,loss,2020
2020-04-28,2020-04-28 10:17:00,8686.75,8705.75,8639.25,-19.0,-1.0,loss,2020
2020-04-30,2020-04-30 08:43:00,8956.75,8974.25,8913.0,-17.5,-1.0,loss,2020
2020-04-30,2020-04-30 09:37:00,8963.25,8978.25,8925.75,-15.0,-1.0,loss,2020
2020-04-30,2020-04-30 09:47:00,8952.0,8970.75,8905.12,30.0,1.6,win,2020
2020-04-30,2020-04-30 10:01:00,8919.75,8939.75,8869.75,-20.0,-1.0,loss,2020
2020-04-30,2020-04-30 10:28:00,8916.25,8931.25,8878.75,-15.0,-1.0,loss,2020
2020-04-30,2020-04-30 10:30:00,8909.25,8923.25,8874.25,-14.0,-1.0,loss,2020
2020-05-01,2020-05-01 09:24:00,8787.0,8800.75,8752.62,34.38,2.5,win,2020
2020-05-01,2020-05-01 09:45:00,8752.5,8772.0,8703.75,48.75,2.5,win,2020
2020-05-01,2020-05-01 10:00:00,8711.25,8733.75,8655.0,-22.5,-1.0,loss,2020
2020-05-04,2020-05-04 10:32:00,8747.5,8761.0,8713.75,33.75,2.5,win,2020
2020-05-06,2020-05-06 09:50:00,8994.25,9007.5,8961.12,-13.25,-1.0,loss,2020
2020-05-07,2020-05-07 08:47:00,9048.5,9061.25,9016.62,-12.75,-1.0,loss,2020
2020-05-07,2020-05-07 08:48:00,9035.0,9051.25,8994.38,-16.25,-1.0,loss,2020
2020-05-12,2020-05-12 09:45:00,9298.0,9310.75,9266.12,-12.75,-1.0,loss,2020
2020-05-12,2020-05-12 11:10:00,9304.5,9315.5,9277.0,27.5,2.5,win,2020
2020-05-12,2020-05-12 11:13:00,9291.75,9300.25,9270.5,21.25,2.5,win,2020
2020-05-12,2020-05-12 11:16:00,9286.25,9298.25,9256.25,30.0,2.5,win,2020
2020-05-12,2020-05-12 11:23:00,9272.25,9282.75,9246.0,-10.5,-1.0,loss,2020
2020-05-12,2020-05-12 11:24:00,9262.5,9274.5,9232.5,-12.0,-1.0,loss,2020
2020-05-13,2020-05-13 09:19:00,9110.5,9131.5,9058.0,52.5,2.5,win,2020
2020-05-13,2020-05-13 09:22:00,9072.75,9094.5,9018.38,54.38,2.5,win,2020
2020-05-13,2020-05-13 09:36:00,9055.25,9076.75,9001.5,53.75,2.5,win,2020
2020-05-13,2020-05-13 09:53:00,8990.5,9019.5,8918.0,72.5,2.5,win,2020
2020-05-13,2020-05-13 10:03:00,8972.25,9006.75,8886.0,86.25,2.5,win,2020
2020-05-20,2020-05-20 10:42:00,9449.0,9460.75,9419.62,-11.75,-1.0,loss,2020
2020-05-20,2020-05-20 10:45:00,9430.5,9446.25,9391.12,-15.75,-1.0,loss,2020
2020-05-21,2020-05-21 08:30:00,9426.5,9449.0,9370.25,56.25,2.5,win,2020
2020-05-21,2020-05-21 08:38:00,9402.5,9419.0,9361.25,-16.5,-1.0,loss,2020
2020-05-21,2020-05-21 09:00:00,9402.5,9424.25,9348.12,-21.75,-1.0,loss,2020
2020-05-21,2020-05-21 09:16:00,9374.25,9392.25,9329.25,-18.0,-1.0,loss,2020
2020-05-22,2020-05-22 09:24:00,9346.75,9358.25,9318.0,-11.5,-1.0,loss,2020
2020-05-26,2020-05-26 08:43:00,9479.25,9491.75,9448.0,-12.5,-1.0,loss,2020
2020-05-26,2020-05-26 09:05:00,9491.0,9503.0,9461.0,30.0,2.5,win,2020
2020-05-26,2020-05-26 09:26:00,9452.25,9471.5,9404.12,-19.25,-1.0,loss,2020
2020-05-26,2020-05-26 09:46:00,9418.5,9433.75,9380.38,-15.25,-1.0,loss,2020
2020-06-02,2020-06-02 08:44:00,9565.5,9581.75,9524.88,40.62,2.5,win,2020
2020-06-02,2020-06-02 08:46:00,9551.25,9567.75,9510.0,41.25,2.5,win,2020
2020-06-02,2020-06-02 09:02:00,9528.25,9549.0,9476.38,-20.75,-1.0,loss,2020
2020-06-03,2020-06-03 09:31:00,9673.5,9684.5,9646.0,27.5,2.5,win,2020
2020-06-03,2020-06-03 10:08:00,9659.25,9668.5,9636.12,-9.25,-1.0,loss,2020
2020-06-03,2020-06-03 10:09:00,9651.25,9663.0,9621.88,-11.75,-1.0,loss,2020
2020-06-04,2020-06-04 09:06:00,9696.0,9709.5,9662.25,33.75,2.5,win,2020
2020-06-04,2020-06-04 09:10:00,9675.25,9690.75,9636.5,38.75,2.5,win,2020
2020-06-04,2020-06-04 09:12:00,9668.75,9685.25,9627.5,41.25,2.5,win,2020
2020-06-04,2020-06-04 09:13:00,9658.75,9676.0,9615.62,-17.25,-1.0,loss,2020
2020-06-04,2020-06-04 09:16:00,9651.25,9667.25,9611.25,-16.0,-1.0,loss,2020
2020-06-04,2020-06-04 10:14:00,9654.0,9665.0,9626.5,-11.0,-1.0,loss,2020
2020-06-04,2020-06-04 10:31:00,9639.5,9660.5,9587.0,-21.0,-1.0,loss,2020
2020-06-04,2020-06-04 11:24:00,9632.5,9642.25,9608.12,-9.75,-1.0,loss,2020
2020-06-10,2020-06-10 10:02:00,10044.5,10057.25,10012.62,-12.75,-1.0,loss,2020
2020-06-10,2020-06-10 10:07:00,10035.25,10047.5,10004.62,-12.25,-1.0,loss,2020
2020-06-11,2020-06-11 09:00:00,9879.0,9898.0,9831.5,-19.0,-1.0,loss,2020
2020-06-11,2020-06-11 09:46:00,9853.25,9873.75,9802.0,-20.5,-1.0,loss,2020
2020-06-11,2020-06-11 10:06:00,9841.25,9862.75,9787.5,53.75,2.5,win,2020
2020-06-12,2020-06-12 08:47:00,9731.25,9749.75,9685.0,46.25,2.5,win,2020
2020-06-12,2020-06-12 09:19:00,9572.5,9600.5,9502.5,-28.0,-1.0,loss,2020
2020-06-12,2020-06-12 10:30:00,9652.0,9679.75,9582.62,69.38,2.5,win,2020
2020-06-12,2020-06-12 11:04:00,9622.5,9643.75,9569.38,53.12,2.5,win,2020
2020-06-12,2020-06-12 11:28:00,9603.25,9625.5,9547.62,55.62,2.5,win,2020
2020-06-16,2020-06-16 08:40:00,9954.5,9974.5,9904.5,50.0,2.5,win,2020
2020-06-16,2020-06-16 08:41:00,9938.75,9958.25,9890.0,48.75,2.5,win,2020
2020-06-16,2020-06-16 08:45:00,9916.25,9936.0,9866.88,-19.75,-1.0,loss,2020
2020-06-16,2020-06-16 08:57:00,9865.0,9899.0,9780.0,-34.0,-1.0,loss,2020
2020-06-16,2020-06-16 09:00:00,9798.25,9833.25,9710.75,-35.0,-1.0,loss,2020
2020-06-18,2020-06-18 09:52:00,9966.0,9978.5,9934.75,-12.5,-1.0,loss,2020
2020-06-19,2020-06-19 09:19:00,10071.5,10088.5,10029.0,42.5,2.5,win,2020
2020-06-19,2020-06-19 10:13:00,10004.0,10027.5,9945.25,58.75,2.5,win,2020
2020-06-19,2020-06-19 10:14:00,9988.25,10011.25,9930.75,-23.0,-1.0,loss,2020
2020-06-19,2020-06-19 10:18:00,9957.75,9985.0,9889.62,-27.25,-1.0,loss,2020
2020-06-24,2020-06-24 08:37:00,10071.25,10093.75,10015.0,56.25,2.5,win,2020
2020-06-24,2020-06-24 09:02:00,10059.25,10074.75,10020.5,-15.5,-1.0,loss,2020
2020-06-24,2020-06-24 09:08:00,10049.75,10077.25,9981.0,68.75,2.5,win,2020
2020-06-26,2020-06-26 08:33:00,9886.5,9918.0,9807.75,-31.5,-1.0,loss,2020
2020-06-26,2020-06-26 08:50:00,9852.5,9877.75,9789.38,-25.25,-1.0,loss,2020
2020-07-02,2020-07-02 08:51:00,10379.5,10398.0,10333.25,46.25,2.5,win,2020
2020-07-02,2020-07-02 09:02:00,10357.0,10374.5,10313.25,-17.5,-1.0,loss,2020
2020-07-02,2020-07-02 09:03:00,10342.25,10358.5,10301.62,-16.25,-1.0,loss,2020
2020-07-03,2020-07-03 08:32:00,10336.75,10342.25,10323.0,13.75,2.5,win,2020
2020-07-03,2020-07-03 08:33:00,10325.25,10340.0,10288.38,-14.75,-1.0,loss,2020
2020-07-03,2020-07-03 08:34:00,10315.0,10330.25,10276.88,-15.25,-1.0,loss,2020
2020-07-03,2020-07-03 08:36:00,10311.25,10320.0,10289.38,-8.75,-1.0,loss,2020
2020-07-03,2020-07-03 10:59:00,10326.0,10333.75,10306.62,-7.75,-1.0,loss,2020
2020-07-07,2020-07-07 09:56:00,10653.0,10666.0,10620.5,32.5,2.5,win,2020
2020-07-07,2020-07-07 10:43:00,10611.5,10625.0,10577.75,-13.5,-1.0,loss,2020
2020-07-07,2020-07-07 11:06:00,10611.25,10628.25,10568.75,-17.0,-1.0,loss,2020
2020-07-07,2020-07-07 11:08:00,10603.0,10618.0,10565.5,-15.0,-1.0,loss,2020
2020-07-08,2020-07-08 09:07:00,10578.5,10596.5,10533.5,45.0,2.5,win,2020
2020-07-08,2020-07-08 09:18:00,10561.0,10581.75,10509.12,-20.75,-1.0,loss,2020
2020-07-08,2020-07-08 09:19:00,10547.0,10564.75,10502.62,-17.75,-1.0,loss,2020
2020-07-08,2020-07-08 09:20:00,10529.75,10557.5,10460.38,-27.75,-1.0,loss,2020
2020-07-08,2020-07-08 09:22:00,10517.5,10538.25,10465.62,-20.75,-1.0,loss,2020
2020-07-08,2020-07-08 11:26:00,10580.75,10597.25,10539.5,-16.5,-1.0,loss,2020
2020-07-09,2020-07-09 08:56:00,10625.0,10644.5,10576.25,48.75,2.5,win,2020
2020-07-09,2020-07-09 08:58:00,10600.25,10624.75,10539.0,-24.5,-1.0,loss,2020
2020-07-13,2020-07-13 10:48:00,10996.5,11011.75,10958.38,-15.25,-1.0,loss,2020
2020-07-13,2020-07-13 10:52:00,10982.5,10995.75,10949.38,-13.25,-1.0,loss,2020
2020-07-13,2020-07-13 10:56:00,10977.25,10988.75,10948.5,-11.5,-1.0,loss,2020
2020-07-13,2020-07-13 10:59:00,10965.75,10983.25,10922.0,-17.5,-1.0,loss,2020
2020-07-13,2020-07-13 11:02:00,10967.5,10983.25,10928.12,-15.75,-1.0,loss,2020
2020-07-14,2020-07-14 10:55:00,10529.5,10550.5,10477.0,-21.0,-1.0,loss,2020
2020-07-14,2020-07-14 11:07:00,10499.25,10521.5,10443.62,-22.25,-1.0,loss,2020
2020-07-15,2020-07-15 09:03:00,10664.0,10701.75,10569.62,94.38,2.5,win,2020
2020-07-15,2020-07-15 09:06:00,10639.0,10671.5,10557.75,-32.5,-1.0,loss,2020
2020-07-15,2020-07-15 09:59:00,10573.25,10610.75,10479.5,-37.5,-1.0,loss,2020
2020-07-17,2020-07-17 11:14:00,10606.0,10616.25,10580.38,-10.25,-1.0,loss,2020
2020-07-17,2020-07-17 11:16:00,10590.25,10604.5,10554.62,-14.25,-1.0,loss,2020
2020-07-23,2020-07-23 09:51:00,10795.5,10810.75,10757.38,38.12,2.5,win,2020
2020-07-23,2020-07-23 10:00:00,10776.5,10795.25,10729.62,46.88,2.5,win,2020
2020-07-24,2020-07-24 10:05:00,10467.0,10489.75,10410.12,56.88,2.5,win,2020
2020-07-24,2020-07-24 11:06:00,10418.25,10444.5,10352.62,-26.25,-1.0,loss,2020
2020-07-27,2020-07-27 09:14:00,10566.75,10588.0,10513.62,53.12,2.5,win,2020
2020-07-27,2020-07-27 09:24:00,10548.75,10564.25,10510.0,-15.5,-1.0,loss,2020
2020-07-27,2020-07-27 09:35:00,10528.25,10548.75,10477.0,-20.5,-1.0,loss,2020
2020-07-27,2020-07-27 10:02:00,10550.25,10564.75,10514.0,-14.5,-1.0,loss,2020
2020-07-29,2020-07-29 10:00:00,10616.5,10625.75,10593.38,23.12,2.5,win,2020
2020-07-29,2020-07-29 10:04:00,10607.75,10617.25,10584.0,23.75,2.5,win,2020
2020-07-29,2020-07-29 10:09:00,10584.25,10598.75,10548.0,-14.5,-1.0,loss,2020
2020-08-03,2020-08-03 08:46:00,11002.25,11017.25,10964.75,-15.0,-1.0,loss,2020
2020-08-04,2020-08-04 10:05:00,11026.25,11040.0,10991.88,-13.75,-1.0,loss,2020
2020-08-06,2020-08-06 08:50:00,11085.25,11100.25,11047.75,-15.0,-1.0,loss,2020
2020-08-07,2020-08-07 09:28:00,11205.75,11218.5,11173.88,-12.75,-1.0,loss,2020
2020-08-07,2020-08-07 09:50:00,11209.0,11219.75,11182.12,26.88,2.5,win,2020
2020-08-07,2020-08-07 09:53:00,11202.5,11214.5,11172.5,30.0,2.5,win,2020
2020-08-07,2020-08-07 09:57:00,11182.75,11195.75,11150.25,-13.0,-1.0,loss,2020
2020-08-07,2020-08-07 09:59:00,11174.5,11191.0,11133.25,-16.5,-1.0,loss,2020
2020-08-07,2020-08-07 10:47:00,11172.75,11191.0,11127.12,45.62,2.5,win,2020
2020-08-07,2020-08-07 10:48:00,11163.5,11178.75,11125.38,38.12,2.5,win,2020
2020-08-07,2020-08-07 10:49:00,11152.5,11169.0,11111.25,41.25,2.5,win,2020
2020-08-07,2020-08-07 10:52:00,11144.75,11158.25,11111.0,33.75,2.5,win,2020
2020-08-10,2020-08-10 08:43:00,11017.75,11036.5,10970.88,46.88,2.5,win,2020
2020-08-10,2020-08-10 08:47:00,10977.75,11004.5,10910.88,-26.75,-1.0,loss,2020
2020-08-10,2020-08-10 08:50:00,10966.5,10989.75,10908.38,-23.25,-1.0,loss,2020
2020-08-11,2020-08-11 10:04:00,11015.5,11032.0,10974.25,-16.5,-1.0,loss,2020
2020-08-13,2020-08-13 09:42:00,11221.0,11230.5,11197.25,-9.5,-1.0,loss,2020
2020-08-13,2020-08-13 11:24:00,11204.25,11220.5,11163.62,-16.25,-1.0,loss,2020
2020-08-19,2020-08-19 11:01:00,11417.0,11425.0,11397.0,-8.0,-1.0,loss,2020
2020-08-21,2020-08-21 11:20:00,11522.25,11532.25,11497.25,-10.0,-1.0,loss,2020
2020-08-24,2020-08-24 08:53:00,11545.5,11568.75,11487.38,-23.25,-1.0,loss,2020
2020-08-24,2020-08-24 11:30:00,11599.25,11609.25,11574.25,-10.0,-1.0,loss,2020
2020-08-27,2020-08-27 10:45:00,11905.0,11921.75,11863.12,41.88,2.5,win,2020
2020-08-27,2020-08-27 10:53:00,11837.25,11863.5,11771.62,-26.25,-1.0,loss,2020
2020-08-28,2020-08-28 08:58:00,11952.75,11968.25,11914.0,-15.5,-1.0,loss,2020
2020-08-31,2020-08-31 09:26:00,12023.75,12047.25,11965.0,-23.5,-1.0,loss,2020
2020-09-01,2020-09-01 09:21:00,12217.25,12236.75,12168.5,-19.5,-1.0,loss,2020
2020-09-02,2020-09-02 09:08:00,12267.5,12292.75,12204.38,-25.25,-1.0,loss,2020
2020-09-02,2020-09-02 09:15:00,12272.75,12297.5,12210.88,-24.75,-1.0,loss,2020
2020-09-02,2020-09-02 09:36:00,12219.75,12254.75,12132.25,-35.0,-1.0,loss,2020
2020-09-02,2020-09-02 09:38:00,12194.0,12227.75,12109.62,-33.75,-1.0,loss,2020
2020-09-10,2020-09-10 08:49:00,11444.75,11471.75,11377.25,-27.0,-1.0,loss,2020
2020-09-10,2020-09-10 08:57:00,11411.25,11445.25,11326.25,-34.0,-1.0,loss,2020
2020-09-10,2020-09-10 09:00:00,11359.5,11396.75,11266.38,-37.25,-1.0,loss,2020
2020-09-10,2020-09-10 10:17:00,11395.75,11426.0,11320.12,75.62,2.5,win,2020
2020-09-14,2020-09-14 10:54:00,11259.75,11279.0,11211.62,-19.25,-1.0,loss,2020
2020-09-14,2020-09-14 11:06:00,11243.75,11263.5,11194.38,49.38,2.5,win,2020
2020-09-14,2020-09-14 11:15:00,11233.0,11247.5,11196.75,36.25,2.5,win,2020
2020-09-14,2020-09-14 11:16:00,11218.75,11236.75,11173.75,-18.0,-1.0,loss,2020
2020-09-15,2020-09-15 08:40:00,11388.25,11407.0,11341.38,-18.75,-1.0,loss,2020
2020-09-16,2020-09-16 08:36:00,11373.75,11395.0,11320.62,-21.25,-1.0,loss,2020
2020-09-16,2020-09-16 08:45:00,11342.5,11368.75,11276.88,-26.25,-1.0,loss,2020
2020-09-16,2020-09-16 10:13:00,11375.25,11393.5,11329.62,45.62,2.5,win,2020
2020-09-17,2020-09-17 09:56:00,11002.25,11025.0,10945.38,-22.75,-1.0,loss,2020
2020-09-18,2020-09-18 08:30:00,11025.25,11051.5,10959.62,65.62,2.5,win,2020
2020-09-18,2020-09-18 10:31:00,10875.25,10900.0,10813.38,61.88,2.5,win,2020
2020-09-22,2020-09-22 08:59:00,10946.25,10977.5,10868.12,-31.25,-1.0,loss,2020
2020-09-22,2020-09-22 09:02:00,10935.75,10962.75,10868.25,-27.0,-1.0,loss,2020
2020-09-22,2020-09-22 09:34:00,10963.0,10981.5,10916.75,-18.5,-1.0,loss,2020
2020-09-23,2020-09-23 08:35:00,11042.0,11080.25,10946.38,-38.25,-1.0,loss,2020
2020-09-23,2020-09-23 09:53:00,10990.0,11006.5,10948.75,-16.5,-1.0,loss,2020
2020-09-24,2020-09-24 10:38:00,10889.75,10919.5,10815.38,-29.75,-1.0,loss,2020
2020-09-28,2020-09-28 10:16:00,11234.75,11254.75,11184.75,-20.0,-1.0,loss,2020
2020-09-29,2020-09-29 09:48:00,11316.5,11329.25,11284.62,-12.75,-1.0,loss,2020
2020-09-29,2020-09-29 11:07:00,11306.25,11323.25,11263.75,-17.0,-1.0,loss,2020
2020-09-30,2020-09-30 10:53:00,11449.25,11465.75,11408.0,-16.5,-1.0,loss,2020
2020-09-30,2020-09-30 11:02:00,11440.0,11455.75,11400.62,-15.75,-1.0,loss,2020
2020-10-02,2020-10-02 09:00:00,11401.5,11426.5,11339.0,62.5,2.5,win,2020
2020-10-02,2020-10-02 09:04:00,11391.5,11423.0,11312.75,78.75,2.5,win,2020
2020-10-02,2020-10-02 11:05:00,11283.25,11304.0,11231.38,-20.75,-1.0,loss,2020
2020-10-02,2020-10-02 11:12:00,11278.0,11305.5,11209.25,-27.5,-1.0,loss,2020
2020-10-06,2020-10-06 09:23:00,11393.75,11412.5,11346.88,-18.75,-1.0,loss,2020
2020-10-06,2020-10-06 09:47:00,11386.75,11411.5,11324.88,-24.75,-1.0,loss,2020
2020-10-06,2020-10-06 09:50:00,11364.5,11378.5,11329.5,-14.0,-1.0,loss,2020
2020-10-08,2020-10-08 08:54:00,11505.0,11521.25,11464.38,-16.25,-1.0,loss,2020
2020-10-08,2020-10-08 11:24:00,11518.5,11530.25,11489.12,-11.75,-1.0,loss,2020
2020-10-13,2020-10-13 10:10:00,12094.5,12129.75,12006.38,-35.25,-1.0,loss,2020
2020-10-13,2020-10-13 10:15:00,12088.0,12104.75,12046.12,-16.75,-1.0,loss,2020
2020-10-13,2020-10-13 11:08:00,12077.0,12093.5,12035.75,-16.5,-1.0,loss,2020
2020-10-13,2020-10-13 11:09:00,12057.0,12080.25,11998.88,-23.25,-1.0,loss,2020
2020-10-14,2020-10-14 09:31:00,12049.5,12066.0,12008.25,41.25,2.5,win,2020
2020-10-14,2020-10-14 09:45:00,12024.0,12049.5,11960.25,63.75,2.5,win,2020
2020-10-14,2020-10-14 09:54:00,11979.5,12000.75,11926.38,53.12,2.5,win,2020
2020-10-14,2020-10-14 10:10:00,11960.25,11980.75,11909.0,51.25,2.5,win,2020
2020-10-16,2020-10-16 09:05:00,11947.5,11963.75,11906.88,40.62,2.5,win,2020
2020-10-16,2020-10-16 09:20:00,11901.0,11919.25,11855.38,-18.25,-1.0,loss,2020
2020-10-16,2020-10-16 10:07:00,11897.25,11908.25,11869.75,-11.0,-1.0,loss,2020
2020-10-19,2020-10-19 08:35:00,11803.0,11828.25,11739.88,-25.25,-1.0,loss,2020
2020-10-19,2020-10-19 08:44:00,11772.25,11797.25,11709.75,-25.0,-1.0,loss,2020
2020-10-19,2020-10-19 09:22:00,11784.75,11806.25,11731.0,-21.5,-1.0,loss,2020
2020-10-19,2020-10-19 09:49:00,11797.0,11814.5,11753.25,43.75,2.5,win,2020
2020-10-19,2020-10-19 10:05:00,11772.75,11797.0,11712.12,-24.25,-1.0,loss,2020
2020-10-20,2020-10-20 09:00:00,11619.75,11643.0,11561.62,-23.25,-1.0,loss,2020
2020-10-20,2020-10-20 09:20:00,11636.5,11655.5,11589.0,-19.0,-1.0,loss,2020
2020-10-20,2020-10-20 09:34:00,11632.25,11661.0,11560.38,-28.75,-1.0,loss,2020
