timeframe,fvg_ts,year,month,symbol,direction,displacement,gap_width,gap_low,gap_high,gap_mid,touched_10d,touch_ts,reclaimed_after_touch,reclaim_ts,width_ge_5,width_ge_10,width_ge_20,width_ge_30,width_ge_50
30m,2026-04-28T12:00:00.000000,2026,4,NQM6,bear,true,13.0,27124.0,27137.0,27130.5,true,2026-04-28T12:20:00.000000,true,2026-04-28T12:20:00.000000,true,true,false,false,false
30m,2026-04-28T15:00:00.000000,2026,4,NQM6,bear,false,29.0,27119.75,27148.75,27134.25,true,2026-04-28T15:01:00.000000,true,2026-04-28T15:01:00.000000,true,true,true,false,false
30m,2026-04-28T18:00:00.000000,2026,4,NQM6,bull,false,21.75,27099.0,27120.75,27109.875,true,2026-04-28T18:07:00.000000,true,2026-04-28T18:07:00.000000,true,true,true,false,false
30m,2026-04-28T18:30:00.000000,2026,4,NQM6,bull,false,6.5,27144.25,27150.75,27147.5,true,2026-04-28T18:36:00.000000,true,2026-04-28T18:36:00.000000,true,false,false,false,false
30m,2026-04-28T22:30:00.000000,2026,4,NQM6,bull,false,13.5,27201.5,27215.0,27208.25,true,2026-04-28T23:12:00.000000,true,2026-04-28T23:12:00.000000,true,true,false,false,false
30m,2026-04-29T00:00:00.000000,2026,4,NQM6,bull,false,19.25,27227.0,27246.25,27236.625,true,2026-04-29T01:02:00.000000,true,2026-04-29T01:02:00.000000,true,true,false,false,false
30m,2026-04-29T00:30:00.000000,2026,4,NQM6,bull,false,12.75,27247.75,27260.5,27254.125,true,2026-04-29T00:59:00.000000,true,2026-04-29T00:59:00.000000,true,true,false,false,false
30m,2026-04-29T03:30:00.000000,2026,4,NQM6,bull,false,5.0,27271.25,27276.25,27273.75,true,2026-04-29T03:52:00.000000,true,2026-04-29T03:52:00.000000,true,false,false,false,false
30m,2026-04-29T04:30:00.000000,2026,4,NQM6,bull,false,3.0,27289.75,27292.75,27291.25,true,2026-04-29T04:47:00.000000,true,2026-04-29T04:47:00.000000,false,false,false,false,false
30m,2026-04-29T12:00:00.000000,2026,4,NQM6,bear,false,1.5,27253.0,27254.5,27253.75,true,2026-04-29T14:26:00.000000,true,2026-04-29T14:26:00.000000,false,false,false,false,false
30m,2026-04-29T14:30:00.000000,2026,4,NQM6,bull,true,12.75,27235.75,27248.5,27242.125,true,2026-04-29T14:31:00.000000,true,2026-04-29T14:31:00.000000,true,true,false,false,false
30m,2026-04-29T19:00:00.000000,2026,4,NQM6,bull,false,6.75,27256.75,27263.5,27260.125,true,2026-04-29T19:06:00.000000,true,2026-04-29T19:06:00.000000,true,false,false,false,false
30m,2026-04-29T22:30:00.000000,2026,4,NQM6,bull,false,153.0,27299.0,27452.0,27375.5,true,2026-04-29T22:41:00.000000,true,2026-04-29T22:41:00.000000,true,true,true,true,true
30m,2026-04-30T00:00:00.000000,2026,4,NQM6,bull,false,65.5,27485.75,27551.25,27518.5,true,2026-04-30T02:18:00.000000,true,2026-04-30T02:18:00.000000,true,true,true,true,true
30m,2026-04-30T00:30:00.000000,2026,4,NQM6,bull,false,20.0,27557.5,27577.5,27567.5,true,2026-04-30T01:02:00.000000,true,2026-04-30T01:02:00.000000,true,true,true,false,false
30m,2026-04-30T02:30:00.000000,2026,4,NQM6,bear,true,39.5,27516.5,27556.0,27536.25,true,2026-04-30T12:18:00.000000,true,2026-04-30T12:18:00.000000,true,true,true,true,false
30m,2026-04-30T03:00:00.000000,2026,4,NQM6,bear,false,59.25,27453.5,27512.75,27483.125,true,2026-04-30T03:05:00.000000,true,2026-04-30T03:05:00.000000,true,true,true,true,true
30m,2026-04-30T04:30:00.000000,2026,4,NQM6,bear,false,106.5,27299.5,27406.0,27352.75,true,2026-04-30T05:13:00.000000,true,2026-04-30T05:13:00.000000,true,true,true,true,true
30m,2026-04-30T07:00:00.000000,2026,4,NQM6,bull,false,29.75,27240.0,27269.75,27254.875,true,2026-04-30T07:01:00.000000,true,2026-04-30T07:01:00.000000,true,true,true,false,false
30m,2026-04-30T07:30:00.000000,2026,4,NQM6,bull,false,27.25,27307.5,27334.75,27321.125,true,2026-04-30T07:50:00.000000,true,2026-04-30T07:50:00.000000,true,true,true,false,false
30m,2026-04-30T11:30:00.000000,2026,4,NQM6,bull,false,1.75,27432.75,27434.5,27433.625,true,2026-04-30T11:54:00.000000,true,2026-04-30T11:54:00.000000,false,false,false,false,false
30m,2026-04-30T14:00:00.000000,2026,4,NQM6,bear,false,180.5,27303.0,27483.5,27393.25,true,2026-04-30T14:02:00.000000,true,2026-04-30T14:02:00.000000,true,true,true,true,true
30m,2026-04-30T15:00:00.000000,2026,4,NQM6,bull,false,53.5,27303.0,27356.5,27329.75,true,2026-04-30T15:06:00.000000,true,2026-04-30T15:06:00.000000,true,true,true,true,true
30m,2026-04-30T17:30:00.000000,2026,4,NQM6,bull,false,37.25,27424.25,27461.5,27442.875,false,,false,,true,true,true,true,false
30m,2026-04-30T18:00:00.000000,2026,4,NQM6,bull,false,78.5,27463.5,27542.0,27502.75,true,2026-04-30T19:00:00.000000,true,2026-04-30T19:00:00.000000,true,true,true,true,true
30m,2026-04-30T18:30:00.000000,2026,4,NQM6,bull,false,0.75,27548.0,27548.75,27548.375,true,2026-04-30T18:58:00.000000,true,2026-04-30T18:58:00.000000,false,false,false,false,false
30m,2026-05-01T04:30:00.000000,2026,5,NQM6,bear,false,0.75,27633.5,27634.25,27633.875,true,2026-05-01T04:37:00.000000,true,2026-05-01T04:37:00.000000,false,false,false,false,false
30m,2026-05-01T09:00:00.000000,2026,5,NQM6,bear,false,6.5,27569.0,27575.5,27572.25,true,2026-05-01T09:25:00.000000,true,2026-05-01T09:25:00.000000,true,false,false,false,false
30m,2026-05-01T12:30:00.000000,2026,5,NQM6,bull,true,1.0,27564.75,27565.75,27565.25,true,2026-05-01T12:46:00.000000,true,2026-05-01T12:46:00.000000,false,false,false,false,false
30m,2026-05-01T13:30:00.000000,2026,5,NQM6,bull,true,3.25,27614.5,27617.75,27616.125,true,2026-05-04T16:08:00.000000,true,2026-05-04T16:08:00.000000,false,false,false,false,false
30m,2026-05-01T14:00:00.000000,2026,5,NQM6,bull,false,214.0,27638.0,27852.0,27745.0,true,2026-05-01T14:30:00.000000,true,2026-05-01T14:30:00.000000,true,true,true,true,true
30m,2026-05-01T17:30:00.000000,2026,5,NQM6,bull,false,7.75,27856.25,27864.0,27860.125,true,2026-05-01T17:37:00.000000,true,2026-05-01T17:37:00.000000,true,false,false,false,false
30m,2026-05-01T20:30:00.000000,2026,5,NQM6,bear,false,22.0,27800.75,27822.75,27811.75,true,2026-05-01T20:36:00.000000,true,2026-05-01T20:36:00.000000,true,true,true,false,false
30m,2026-05-03T22:30:00.000000,2026,5,NQM6,bull,false,35.25,27800.75,27836.0,27818.375,true,2026-05-03T22:50:00.000000,true,2026-05-03T22:50:00.000000,true,true,true,true,false
30m,2026-05-04T03:00:00.000000,2026,5,NQM6,bull,false,1.5,27924.0,27925.5,27924.75,true,2026-05-04T03:29:00.000000,true,2026-05-04T03:29:00.000000,false,false,false,false,false
30m,2026-05-04T06:30:00.000000,2026,5,NQM6,bear,false,13.0,27918.25,27931.25,27924.75,true,2026-05-04T07:10:00.000000,true,2026-05-04T07:10:00.000000,true,true,false,false,false
30m,2026-05-04T08:30:00.000000,2026,5,NQM6,bear,false,0.75,27911.5,27912.25,27911.875,true,2026-05-04T09:14:00.000000,true,2026-05-04T09:14:00.000000,false,false,false,false,false
30m,2026-05-04T10:30:00.000000,2026,5,NQM6,bear,true,35.0,27854.25,27889.25,27871.75,true,2026-05-04T10:32:00.000000,true,2026-05-04T10:32:00.000000,true,true,true,true,false
30m,2026-05-04T15:30:00.000000,2026,5,NQM6,bear,false,80.25,27783.75,27864.0,27823.875,true,2026-05-04T17:17:00.000000,true,2026-05-04T17:17:00.000000,true,true,true,true,true
30m,2026-05-04T17:30:00.000000,2026,5,NQM6,bull,false,9.25,27744.25,27753.5,27748.875,true,2026-05-04T17:37:00.000000,true,2026-05-04T17:37:00.000000,true,false,false,false,false
30m,2026-05-05T07:00:00.000000,2026,5,NQM6,bull,false,1.75,27873.5,27875.25,27874.375,true,2026-05-05T07:56:00.000000,true,2026-05-05T07:56:00.000000,false,false,false,false,false
30m,2026-05-05T12:30:00.000000,2026,5,NQM6,bull,false,23.0,27947.25,27970.25,27958.75,true,2026-05-05T12:48:00.000000,true,2026-05-05T12:48:00.000000,true,true,true,false,false
30m,2026-05-05T14:00:00.000000,2026,5,NQM6,bull,true,23.25,28008.5,28031.75,28020.125,true,2026-05-05T14:15:00.000000,true,2026-05-05T14:15:00.000000,true,true,true,false,false
30m,2026-05-05T18:00:00.000000,2026,5,NQM6,bull,false,11.5,28145.25,28156.75,28151.0,true,2026-05-05T18:01:00.000000,true,2026-05-05T18:01:00.000000,true,true,false,false,false
30m,2026-05-05T20:30:00.000000,2026,5,NQM6,bull,false,13.75,28170.0,28183.75,28176.875,true,2026-05-05T20:50:00.000000,true,2026-05-05T20:50:00.000000,true,true,false,false,false
30m,2026-05-05T22:30:00.000000,2026,5,NQM6,bull,true,37.75,28238.5,28276.25,28257.375,true,2026-05-06T00:21:00.000000,true,2026-05-06T00:21:00.000000,true,true,true,true,false
30m,2026-05-05T23:00:00.000000,2026,5,NQM6,bull,false,61.75,28283.75,28345.5,28314.625,true,2026-05-05T23:02:00.000000,true,2026-05-05T23:02:00.000000,true,true,true,true,true
30m,2026-05-06T00:30:00.000000,2026,5,NQM6,bear,false,62.75,28286.0,28348.75,28317.375,true,2026-05-06T00:41:00.000000,true,2026-05-06T00:41:00.000000,true,true,true,true,true
30m,2026-05-06T03:30:00.000000,2026,5,NQM6,bull,false,17.5,28290.25,28307.75,28299.0,true,2026-05-06T03:50:00.000000,true,2026-05-06T03:50:00.000000,true,true,false,false,false
30m,2026-05-06T09:00:00.000000,2026,5,NQM6,bull,false,50.5,28364.5,28415.0,28389.75,true,2026-05-06T09:05:00.000000,true,2026-05-06T09:05:00.000000,true,true,true,true,true
30m,2026-05-06T10:00:00.000000,2026,5,NQM6,bull,false,3.0,28498.5,28501.5,28500.0,true,2026-05-06T12:03:00.000000,true,2026-05-06T12:03:00.000000,false,false,false,false,false
30m,2026-05-06T10:30:00.000000,2026,5,NQM6,bull,false,37.0,28514.25,28551.25,28532.75,true,2026-05-06T11:41:00.000000,true,2026-05-06T11:41:00.000000,true,true,true,true,false
30m,2026-05-06T11:00:00.000000,2026,5,NQM6,bull,false,20.5,28557.25,28577.75,28567.5,true,2026-05-06T11:32:00.000000,true,2026-05-06T11:32:00.000000,true,true,true,false,false
30m,2026-05-06T12:00:00.000000,2026,5,NQM6,bear,true,37.5,28540.25,28577.75,28559.0,true,2026-05-06T12:01:00.000000,true,2026-05-06T12:01:00.000000,true,true,true,true,false
30m,2026-05-06T12:30:00.000000,2026,5,NQM6,bear,false,8.25,28503.75,28512.0,28507.875,true,2026-05-06T12:32:00.000000,true,2026-05-06T12:32:00.000000,true,false,false,false,false
30m,2026-05-06T15:00:00.000000,2026,5,NQM6,bull,false,18.5,28499.5,28518.0,28508.75,true,2026-05-06T15:13:00.000000,true,2026-05-06T15:13:00.000000,true,true,false,false,false
30m,2026-05-06T18:30:00.000000,2026,5,NQM6,bull,false,15.0,28610.25,28625.25,28617.75,true,2026-05-06T18:33:00.000000,true,2026-05-06T18:33:00.000000,true,true,false,false,false
30m,2026-05-06T19:30:00.000000,2026,5,NQM6,bull,false,1.0,28665.75,28666.75,28666.25,true,2026-05-06T19:45:00.000000,true,2026-05-06T19:45:00.000000,false,false,false,false,false
30m,2026-05-06T20:00:00.000000,2026,5,NQM6,bull,true,2.0,28699.75,28701.75,28700.75,true,2026-05-06T20:52:00.000000,true,2026-05-06T20:52:00.000000,false,false,false,false,false
30m,2026-05-06T22:30:00.000000,2026,5,NQM6,bear,false,13.0,28681.5,28694.5,28688.0,true,2026-05-06T22:50:00.000000,true,2026-05-06T22:50:00.000000,true,true,false,false,false
30m,2026-05-07T07:30:00.000000,2026,5,NQM6,bull,false,17.25,28748.75,28766.0,28757.375,true,2026-05-07T07:54:00.000000,true,2026-05-07T07:54:00.000000,true,true,false,false,false
30m,2026-05-07T08:30:00.000000,2026,5,NQM6,bear,false,2.0,28764.0,28766.0,28765.0,true,2026-05-07T08:37:00.000000,true,2026-05-07T08:37:00.000000,false,false,false,false,false
30m,2026-05-07T14:00:00.000000,2026,5,NQM6,bull,true,15.0,28764.0,28779.0,28771.5,true,2026-05-07T15:58:00.000000,true,2026-05-07T15:58:00.000000,true,true,false,false,false
30m,2026-05-07T14:30:00.000000,2026,5,NQM6,bull,true,57.25,28803.0,28860.25,28831.625,true,2026-05-07T14:31:00.000000,true,2026-05-07T14:31:00.000000,true,true,true,true,true
30m,2026-05-07T16:00:00.000000,2026,5,NQM6,bear,true,35.5,28788.25,28823.75,28806.0,false,,false,,true,true,true,true,false
